88:6B:0F:4A:6E:EA    -    SLF-Logger BLE
SerialNr;2005-0080
Project;sangvor
Name;mih
Location;SLF
Longitude;9.847383
Latitude;46.81242
Altitude;4002.0

Logger State;Stopped
Battery Level;65

Start Time;21. 09. 2023  14:57:56
PC Readout Time;24. 06. 2023  08:27:18
Logger Readout Time;04. 09. 2024  11:58:25
Logger to PC Difference;438d 3h 31min 7sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8374
21.09.2023 14:57:56;2.6
21.09.2023 15:57:56;1.8
21.09.2023 16:57:56;1.2
21.09.2023 17:57:56;1.0
21.09.2023 18:57:56;0.8
21.09.2023 19:57:56;0.6
21.09.2023 20:57:56;0.6
21.09.2023 21:57:56;0.4
21.09.2023 22:57:56;0.4
21.09.2023 23:57:56;0.4
22.09.2023 00:57:56;0.4
22.09.2023 01:57:56;0.2
22.09.2023 02:57:56;0.2
22.09.2023 03:57:56;0.2
22.09.2023 04:57:56;0.2
22.09.2023 05:57:56;0.2
22.09.2023 06:57:56;0.2
22.09.2023 07:57:56;0.2
22.09.2023 08:57:56;1.6
22.09.2023 09:57:56;3.4
22.09.2023 10:57:56;4.4
22.09.2023 11:57:56;4.8
22.09.2023 12:57:56;4.8
22.09.2023 13:57:56;3.4
22.09.2023 14:57:56;2.2
22.09.2023 15:57:56;1.4
22.09.2023 16:57:56;1.0
22.09.2023 17:57:56;0.8
22.09.2023 18:57:56;0.6
22.09.2023 19:57:56;0.6
22.09.2023 20:57:56;0.4
22.09.2023 21:57:56;0.4
22.09.2023 22:57:56;0.4
22.09.2023 23:57:56;0.2
23.09.2023 00:57:56;0.2
23.09.2023 01:57:56;0.2
23.09.2023 02:57:56;0.2
23.09.2023 03:57:56;0.0
23.09.2023 04:57:56;0.0
23.09.2023 05:57:56;0.0
23.09.2023 06:57:56;0.0
23.09.2023 07:57:56;0.0
23.09.2023 08:57:56;0.2
23.09.2023 09:57:56;2.8
23.09.2023 10:57:56;5.0
23.09.2023 11:57:56;6.0
23.09.2023 12:57:56;5.6
23.09.2023 13:57:56;3.6
23.09.2023 14:57:56;2.4
23.09.2023 15:57:56;1.6
23.09.2023 16:57:56;1.2
23.09.2023 17:57:56;1.0
23.09.2023 18:57:56;0.8
23.09.2023 19:57:56;0.6
23.09.2023 20:57:56;0.4
23.09.2023 21:57:56;0.4
23.09.2023 22:57:56;0.4
23.09.2023 23:57:56;0.2
24.09.2023 00:57:56;0.2
24.09.2023 01:57:56;0.2
24.09.2023 02:57:56;0.0
24.09.2023 03:57:56;0.0
24.09.2023 04:57:56;0.0
24.09.2023 05:57:56;0.0
24.09.2023 06:57:56;0.0
24.09.2023 07:57:56;0.2
24.09.2023 08:57:56;0.6
24.09.2023 09:57:56;3.6
24.09.2023 10:57:56;5.8
24.09.2023 11:57:56;5.2
24.09.2023 12:57:56;5.2
24.09.2023 13:57:56;4.0
24.09.2023 14:57:56;2.8
24.09.2023 15:57:56;1.8
24.09.2023 16:57:56;1.2
24.09.2023 17:57:56;1.0
24.09.2023 18:57:56;0.8
24.09.2023 19:57:56;0.6
24.09.2023 20:57:56;0.6
24.09.2023 21:57:56;0.4
24.09.2023 22:57:56;0.4
24.09.2023 23:57:56;0.4
25.09.2023 00:57:56;0.4
25.09.2023 01:57:56;0.4
25.09.2023 02:57:56;0.2
25.09.2023 03:57:56;0.2
25.09.2023 04:57:56;0.2
25.09.2023 05:57:56;0.2
25.09.2023 06:57:56;0.4
25.09.2023 07:57:56;0.8
25.09.2023 08:57:56;2.0
25.09.2023 09:57:56;3.0
25.09.2023 10:57:56;3.4
25.09.2023 11:57:56;3.4
25.09.2023 12:57:56;3.0
25.09.2023 13:57:56;2.4
25.09.2023 14:57:56;1.8
25.09.2023 15:57:56;1.2
25.09.2023 16:57:56;1.0
25.09.2023 17:57:56;0.8
25.09.2023 18:57:56;0.6
25.09.2023 19:57:56;0.4
25.09.2023 20:57:56;0.4
25.09.2023 21:57:56;0.4
25.09.2023 22:57:56;0.4
25.09.2023 23:57:56;0.2
26.09.2023 00:57:56;0.2
26.09.2023 01:57:56;0.2
26.09.2023 02:57:56;0.2
26.09.2023 03:57:56;0.2
26.09.2023 04:57:56;0.2
26.09.2023 05:57:56;0.2
26.09.2023 06:57:56;0.2
26.09.2023 07:57:56;2.0
26.09.2023 08:57:56;4.8
26.09.2023 09:57:56;6.6
26.09.2023 10:57:56;7.4
26.09.2023 11:57:56;7.4
26.09.2023 12:57:56;6.2
26.09.2023 13:57:56;4.4
26.09.2023 14:57:56;3.0
26.09.2023 15:57:56;2.0
26.09.2023 16:57:56;1.4
26.09.2023 17:57:56;1.0
26.09.2023 18:57:56;1.0
26.09.2023 19:57:56;0.8
26.09.2023 20:57:56;0.6
26.09.2023 21:57:56;0.4
26.09.2023 22:57:56;0.4
26.09.2023 23:57:56;0.2
27.09.2023 00:57:56;0.2
27.09.2023 01:57:56;0.2
27.09.2023 02:57:56;0.2
27.09.2023 03:57:56;0.0
27.09.2023 04:57:56;0.0
27.09.2023 05:57:56;0.0
27.09.2023 06:57:56;0.0
27.09.2023 07:57:56;0.2
27.09.2023 08:57:56;0.4
27.09.2023 09:57:56;2.6
27.09.2023 10:57:56;4.4
27.09.2023 11:57:56;5.8
27.09.2023 12:57:56;5.2
27.09.2023 13:57:56;3.8
27.09.2023 14:57:56;2.6
27.09.2023 15:57:56;1.8
27.09.2023 16:57:56;1.4
27.09.2023 17:57:56;1.0
27.09.2023 18:57:56;0.8
27.09.2023 19:57:56;0.6
27.09.2023 20:57:56;0.6
27.09.2023 21:57:56;0.4
27.09.2023 22:57:56;0.4
27.09.2023 23:57:56;0.4
28.09.2023 00:57:56;0.4
28.09.2023 01:57:56;0.2
28.09.2023 02:57:56;0.2
28.09.2023 03:57:56;0.2
28.09.2023 04:57:56;0.2
28.09.2023 05:57:56;0.2
28.09.2023 06:57:56;0.2
28.09.2023 07:57:56;0.2
28.09.2023 08:57:56;0.2
28.09.2023 09:57:56;0.2
28.09.2023 10:57:56;0.2
28.09.2023 11:57:56;0.2
28.09.2023 12:57:56;0.2
28.09.2023 13:57:56;0.2
28.09.2023 14:57:56;0.2
28.09.2023 15:57:56;0.2
28.09.2023 16:57:56;0.2
28.09.2023 17:57:56;0.2
28.09.2023 18:57:56;0.2
28.09.2023 19:57:56;0.2
28.09.2023 20:57:56;0.0
28.09.2023 21:57:56;0.0
28.09.2023 22:57:56;0.0
28.09.2023 23:57:56;0.0
29.09.2023 00:57:56;0.0
29.09.2023 01:57:56;0.0
29.09.2023 02:57:56;0.0
29.09.2023 03:57:56;0.0
29.09.2023 04:57:56;0.0
29.09.2023 05:57:56;0.0
29.09.2023 06:57:56;0.0
29.09.2023 07:57:56;0.0
29.09.2023 08:57:56;0.0
29.09.2023 09:57:56;0.0
29.09.2023 10:57:56;0.0
29.09.2023 11:57:56;0.0
29.09.2023 12:57:56;0.0
29.09.2023 13:57:56;0.0
29.09.2023 14:57:56;0.0
29.09.2023 15:57:56;0.0
29.09.2023 16:57:56;0.0
29.09.2023 17:57:56;0.0
29.09.2023 18:57:56;0.0
29.09.2023 19:57:56;0.0
29.09.2023 20:57:56;0.0
29.09.2023 21:57:56;0.0
29.09.2023 22:57:56;0.0
29.09.2023 23:57:56;0.0
30.09.2023 00:57:56;0.0
30.09.2023 01:57:56;0.0
30.09.2023 02:57:56;0.0
30.09.2023 03:57:56;0.0
30.09.2023 04:57:56;0.0
30.09.2023 05:57:56;0.0
30.09.2023 06:57:56;0.0
30.09.2023 07:57:56;0.0
30.09.2023 08:57:56;0.0
30.09.2023 09:57:56;0.0
30.09.2023 10:57:56;0.0
30.09.2023 11:57:56;0.0
30.09.2023 12:57:56;0.0
30.09.2023 13:57:56;0.0
30.09.2023 14:57:56;0.0
30.09.2023 15:57:56;0.0
30.09.2023 16:57:56;0.0
30.09.2023 17:57:56;0.0
30.09.2023 18:57:56;0.0
30.09.2023 19:57:56;0.0
30.09.2023 20:57:56;0.0
30.09.2023 21:57:56;0.0
30.09.2023 22:57:56;0.0
30.09.2023 23:57:56;0.0
01.10.2023 00:57:56;0.0
01.10.2023 01:57:56;0.0
01.10.2023 02:57:56;0.0
01.10.2023 03:57:56;0.0
01.10.2023 04:57:56;0.0
01.10.2023 05:57:56;0.0
01.10.2023 06:57:56;0.0
01.10.2023 07:57:56;0.0
01.10.2023 08:57:56;0.0
01.10.2023 09:57:56;0.0
01.10.2023 10:57:56;0.0
01.10.2023 11:57:56;0.0
01.10.2023 12:57:56;0.0
01.10.2023 13:57:56;0.0
01.10.2023 14:57:56;0.0
01.10.2023 15:57:56;0.0
01.10.2023 16:57:56;0.0
01.10.2023 17:57:56;0.0
01.10.2023 18:57:56;0.0
01.10.2023 19:57:56;0.0
01.10.2023 20:57:56;0.0
01.10.2023 21:57:56;0.0
01.10.2023 22:57:56;0.0
01.10.2023 23:57:56;0.0
02.10.2023 00:57:56;0.0
02.10.2023 01:57:56;0.0
02.10.2023 02:57:56;0.0
02.10.2023 03:57:56;0.0
02.10.2023 04:57:56;0.0
02.10.2023 05:57:56;0.0
02.10.2023 06:57:56;0.0
02.10.2023 07:57:56;0.0
02.10.2023 08:57:56;0.0
02.10.2023 09:57:56;0.0
02.10.2023 10:57:56;0.0
02.10.2023 11:57:56;0.0
02.10.2023 12:57:56;0.0
02.10.2023 13:57:56;0.0
02.10.2023 14:57:56;0.0
02.10.2023 15:57:56;0.0
02.10.2023 16:57:56;0.0
02.10.2023 17:57:56;0.0
02.10.2023 18:57:56;0.0
02.10.2023 19:57:56;0.0
02.10.2023 20:57:56;0.0
02.10.2023 21:57:56;0.0
02.10.2023 22:57:56;0.0
02.10.2023 23:57:56;0.0
03.10.2023 00:57:56;-0.2
03.10.2023 01:57:56;-0.2
03.10.2023 02:57:56;-0.2
03.10.2023 03:57:56;-0.2
03.10.2023 04:57:56;-0.2
03.10.2023 05:57:56;-0.2
03.10.2023 06:57:56;-0.2
03.10.2023 07:57:56;-0.2
03.10.2023 08:57:56;-0.2
03.10.2023 09:57:56;0.0
03.10.2023 10:57:56;0.0
03.10.2023 11:57:56;0.0
03.10.2023 12:57:56;0.0
03.10.2023 13:57:56;0.0
03.10.2023 14:57:56;0.0
03.10.2023 15:57:56;0.0
03.10.2023 16:57:56;0.0
03.10.2023 17:57:56;0.0
03.10.2023 18:57:56;0.0
03.10.2023 19:57:56;-0.2
03.10.2023 20:57:56;-0.2
03.10.2023 21:57:56;-0.2
03.10.2023 22:57:56;-0.2
03.10.2023 23:57:56;-0.2
04.10.2023 00:57:56;-0.4
04.10.2023 01:57:56;-0.6
04.10.2023 02:57:56;-0.8
04.10.2023 03:57:56;-1.0
04.10.2023 04:57:56;-1.0
04.10.2023 05:57:56;-0.8
04.10.2023 06:57:56;-0.6
04.10.2023 07:57:56;-0.4
04.10.2023 08:57:56;-0.4
04.10.2023 09:57:56;-0.2
04.10.2023 10:57:56;-0.2
04.10.2023 11:57:56;-0.2
04.10.2023 12:57:56;-0.2
04.10.2023 13:57:56;-0.2
04.10.2023 14:57:56;-0.2
04.10.2023 15:57:56;-0.2
04.10.2023 16:57:56;-0.2
04.10.2023 17:57:56;-0.2
04.10.2023 18:57:56;-0.2
04.10.2023 19:57:56;-0.2
04.10.2023 20:57:56;-0.2
04.10.2023 21:57:56;-0.2
04.10.2023 22:57:56;-0.2
04.10.2023 23:57:56;-0.2
05.10.2023 00:57:56;-0.2
05.10.2023 01:57:56;-0.2
05.10.2023 02:57:56;-0.2
05.10.2023 03:57:56;-0.2
05.10.2023 04:57:56;-0.2
05.10.2023 05:57:56;-0.2
05.10.2023 06:57:56;-0.2
05.10.2023 07:57:56;-0.2
05.10.2023 08:57:56;-0.2
05.10.2023 09:57:56;-0.2
05.10.2023 10:57:56;0.0
05.10.2023 11:57:56;0.0
05.10.2023 12:57:56;0.0
05.10.2023 13:57:56;0.0
05.10.2023 14:57:56;0.0
05.10.2023 15:57:56;0.0
05.10.2023 16:57:56;0.0
05.10.2023 17:57:56;0.0
05.10.2023 18:57:56;0.0
05.10.2023 19:57:56;0.0
05.10.2023 20:57:56;0.0
05.10.2023 21:57:56;0.0
05.10.2023 22:57:56;0.0
05.10.2023 23:57:56;0.0
06.10.2023 00:57:56;0.0
06.10.2023 01:57:56;0.0
06.10.2023 02:57:56;0.0
06.10.2023 03:57:56;0.0
06.10.2023 04:57:56;0.0
06.10.2023 05:57:56;0.0
06.10.2023 06:57:56;0.0
06.10.2023 07:57:56;0.0
06.10.2023 08:57:56;0.0
06.10.2023 09:57:56;0.0
06.10.2023 10:57:56;0.0
06.10.2023 11:57:56;0.0
06.10.2023 12:57:56;0.0
06.10.2023 13:57:56;0.0
06.10.2023 14:57:56;0.0
06.10.2023 15:57:56;0.0
06.10.2023 16:57:56;0.0
06.10.2023 17:57:56;0.0
06.10.2023 18:57:56;0.0
06.10.2023 19:57:56;0.0
06.10.2023 20:57:56;0.0
06.10.2023 21:57:56;0.0
06.10.2023 22:57:56;0.0
06.10.2023 23:57:56;0.0
07.10.2023 00:57:56;0.0
07.10.2023 01:57:56;0.0
07.10.2023 02:57:56;0.0
07.10.2023 03:57:56;0.0
07.10.2023 04:57:56;0.0
07.10.2023 05:57:56;0.0
07.10.2023 06:57:56;0.0
07.10.2023 07:57:56;0.0
07.10.2023 08:57:56;0.0
07.10.2023 09:57:56;0.0
07.10.2023 10:57:56;0.0
07.10.2023 11:57:56;0.0
07.10.2023 12:57:56;0.0
07.10.2023 13:57:56;0.0
07.10.2023 14:57:56;0.0
07.10.2023 15:57:56;0.0
07.10.2023 16:57:56;0.0
07.10.2023 17:57:56;0.0
07.10.2023 18:57:56;0.0
07.10.2023 19:57:56;0.0
07.10.2023 20:57:56;0.0
07.10.2023 21:57:56;0.0
