88:6B:0F:4A:6E:E4    -    SLF-Logger BLE
SerialNr;2005-0076
Project;sangvor
Name;mih
Location;SLF
Longitude;9.847383
Latitude;46.81242
Altitude;3964.0

Logger State;Stopped
Battery Level;79

Start Time;24. 09. 2021  11:26:11
PC Readout Time;08. 09. 2022  07:20:39
Logger Readout Time;08. 09. 2022  07:20:10
Logger to PC Difference;0d 0h 0min 29sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8372
24.09.2021 11:26:11;18.4
24.09.2021 12:26:11;1.8
24.09.2021 13:26:11;1.8
24.09.2021 14:26:11;1.2
24.09.2021 15:26:11;1.0
24.09.2021 16:26:11;1.0
24.09.2021 17:26:11;0.8
24.09.2021 18:26:11;0.6
24.09.2021 19:26:11;0.6
24.09.2021 20:26:11;0.4
24.09.2021 21:26:11;0.4
24.09.2021 22:26:11;0.2
24.09.2021 23:26:11;0.2
25.09.2021 00:26:11;0.0
25.09.2021 01:26:11;0.0
25.09.2021 02:26:11;-0.2
25.09.2021 03:26:11;-0.2
25.09.2021 04:26:11;-0.2
25.09.2021 05:26:11;-0.2
25.09.2021 06:26:11;-0.2
25.09.2021 07:26:11;-0.2
25.09.2021 08:26:11;0.0
25.09.2021 09:26:11;0.0
25.09.2021 10:26:11;0.6
25.09.2021 11:26:11;1.4
25.09.2021 12:26:11;1.4
25.09.2021 13:26:11;0.8
25.09.2021 14:26:11;0.8
25.09.2021 15:26:11;0.6
25.09.2021 16:26:11;0.4
25.09.2021 17:26:11;0.4
25.09.2021 18:26:11;0.2
25.09.2021 19:26:11;0.2
25.09.2021 20:26:11;0.2
25.09.2021 21:26:11;0.2
25.09.2021 22:26:11;0.0
25.09.2021 23:26:11;0.0
26.09.2021 00:26:11;0.0
26.09.2021 01:26:11;0.0
26.09.2021 02:26:11;0.0
26.09.2021 03:26:11;0.0
26.09.2021 04:26:11;0.0
26.09.2021 05:26:11;0.0
26.09.2021 06:26:11;0.0
26.09.2021 07:26:11;0.0
26.09.2021 08:26:11;0.0
26.09.2021 09:26:11;0.0
26.09.2021 10:26:11;0.0
26.09.2021 11:26:11;0.2
26.09.2021 12:26:11;0.2
26.09.2021 13:26:11;0.4
26.09.2021 14:26:11;0.4
26.09.2021 15:26:11;0.4
26.09.2021 16:26:11;0.2
26.09.2021 17:26:11;0.2
26.09.2021 18:26:11;0.2
26.09.2021 19:26:11;0.2
26.09.2021 20:26:11;0.2
26.09.2021 21:26:11;0.2
26.09.2021 22:26:11;0.2
26.09.2021 23:26:11;0.0
27.09.2021 00:26:11;0.0
27.09.2021 01:26:11;0.0
27.09.2021 02:26:11;0.0
27.09.2021 03:26:11;0.0
27.09.2021 04:26:11;0.0
27.09.2021 05:26:11;0.0
27.09.2021 06:26:11;0.0
27.09.2021 07:26:11;0.0
27.09.2021 08:26:11;0.0
27.09.2021 09:26:11;0.0
27.09.2021 10:26:11;0.2
27.09.2021 11:26:11;0.6
27.09.2021 12:26:11;0.6
27.09.2021 13:26:11;0.4
27.09.2021 14:26:11;0.4
27.09.2021 15:26:11;0.4
27.09.2021 16:26:11;0.4
27.09.2021 17:26:11;0.2
27.09.2021 18:26:11;0.2
27.09.2021 19:26:11;0.2
27.09.2021 20:26:11;0.2
27.09.2021 21:26:11;0.0
27.09.2021 22:26:11;0.0
27.09.2021 23:26:11;0.0
28.09.2021 00:26:11;0.0
28.09.2021 01:26:11;0.0
28.09.2021 02:26:11;0.0
28.09.2021 03:26:11;0.0
28.09.2021 04:26:11;-0.2
28.09.2021 05:26:11;0.0
28.09.2021 06:26:11;-0.2
28.09.2021 07:26:11;-0.2
28.09.2021 08:26:11;0.0
28.09.2021 09:26:11;0.4
28.09.2021 10:26:11;0.8
28.09.2021 11:26:11;0.8
28.09.2021 12:26:11;0.8
28.09.2021 13:26:11;0.8
28.09.2021 14:26:11;0.6
28.09.2021 15:26:11;0.6
28.09.2021 16:26:11;0.6
28.09.2021 17:26:11;0.4
28.09.2021 18:26:11;0.4
28.09.2021 19:26:11;0.4
28.09.2021 20:26:11;0.4
28.09.2021 21:26:11;0.4
28.09.2021 22:26:11;0.2
28.09.2021 23:26:11;0.2
29.09.2021 00:26:11;0.2
29.09.2021 01:26:11;0.2
29.09.2021 02:26:11;0.2
29.09.2021 03:26:11;0.2
29.09.2021 04:26:11;0.2
29.09.2021 05:26:11;0.2
29.09.2021 06:26:11;0.2
29.09.2021 07:26:11;0.6
29.09.2021 08:26:11;1.0
29.09.2021 09:26:11;1.2
29.09.2021 10:26:11;1.4
29.09.2021 11:26:11;1.2
29.09.2021 12:26:11;1.6
29.09.2021 13:26:11;1.6
29.09.2021 14:26:11;1.4
29.09.2021 15:26:11;1.0
29.09.2021 16:26:11;1.0
29.09.2021 17:26:11;0.8
29.09.2021 18:26:11;0.8
29.09.2021 19:26:11;0.6
29.09.2021 20:26:11;0.6
29.09.2021 21:26:11;0.6
29.09.2021 22:26:11;0.4
29.09.2021 23:26:11;0.4
30.09.2021 00:26:11;0.4
30.09.2021 01:26:11;0.2
30.09.2021 02:26:11;0.2
30.09.2021 03:26:11;0.2
30.09.2021 04:26:11;0.2
30.09.2021 05:26:11;0.2
30.09.2021 06:26:11;0.2
30.09.2021 07:26:11;0.2
30.09.2021 08:26:11;0.4
30.09.2021 09:26:11;0.8
30.09.2021 10:26:11;1.2
30.09.2021 11:26:11;1.4
30.09.2021 12:26:11;1.4
30.09.2021 13:26:11;1.6
30.09.2021 14:26:11;1.4
30.09.2021 15:26:11;1.2
30.09.2021 16:26:11;1.2
30.09.2021 17:26:11;1.2
30.09.2021 18:26:11;1.0
30.09.2021 19:26:11;0.8
30.09.2021 20:26:11;0.8
30.09.2021 21:26:11;0.6
30.09.2021 22:26:11;0.6
30.09.2021 23:26:11;0.6
01.10.2021 00:26:11;0.6
01.10.2021 01:26:11;0.4
01.10.2021 02:26:11;0.4
01.10.2021 03:26:11;0.4
01.10.2021 04:26:11;0.4
01.10.2021 05:26:11;0.6
01.10.2021 06:26:11;0.6
01.10.2021 07:26:11;0.8
01.10.2021 08:26:11;0.8
01.10.2021 09:26:11;1.2
01.10.2021 10:26:11;1.2
01.10.2021 11:26:11;1.2
01.10.2021 12:26:11;1.2
01.10.2021 13:26:11;1.0
01.10.2021 14:26:11;1.0
01.10.2021 15:26:11;0.8
01.10.2021 16:26:11;0.8
01.10.2021 17:26:11;0.6
01.10.2021 18:26:11;0.6
01.10.2021 19:26:11;0.6
01.10.2021 20:26:11;0.4
01.10.2021 21:26:11;0.4
01.10.2021 22:26:11;0.4
01.10.2021 23:26:11;0.4
02.10.2021 00:26:11;0.4
02.10.2021 01:26:11;0.2
02.10.2021 02:26:11;0.2
02.10.2021 03:26:11;0.0
02.10.2021 04:26:11;0.0
02.10.2021 05:26:11;0.0
02.10.2021 06:26:11;0.0
02.10.2021 07:26:11;0.0
02.10.2021 08:26:11;0.0
02.10.2021 09:26:11;0.0
02.10.2021 10:26:11;0.0
02.10.2021 11:26:11;0.0
02.10.2021 12:26:11;0.0
02.10.2021 13:26:11;0.0
02.10.2021 14:26:11;0.0
02.10.2021 15:26:11;0.0
02.10.2021 16:26:11;0.0
02.10.2021 17:26:11;0.0
02.10.2021 18:26:11;0.0
02.10.2021 19:26:11;-0.2
02.10.2021 20:26:11;-0.2
02.10.2021 21:26:11;-0.2
02.10.2021 22:26:11;-0.2
02.10.2021 23:26:11;-0.2
03.10.2021 00:26:11;-0.2
03.10.2021 01:26:11;-0.2
03.10.2021 02:26:11;-0.2
03.10.2021 03:26:11;-0.2
03.10.2021 04:26:11;-0.4
03.10.2021 05:26:11;-0.4
03.10.2021 06:26:11;-0.2
03.10.2021 07:26:11;-0.4
03.10.2021 08:26:11;-0.2
03.10.2021 09:26:11;0.0
03.10.2021 10:26:11;0.0
03.10.2021 11:26:11;0.0
03.10.2021 12:26:11;0.0
03.10.2021 13:26:11;0.0
03.10.2021 14:26:11;0.0
03.10.2021 15:26:11;0.0
03.10.2021 16:26:11;0.0
03.10.2021 17:26:11;-0.2
03.10.2021 18:26:11;-0.2
03.10.2021 19:26:11;-0.4
03.10.2021 20:26:11;-0.4
03.10.2021 21:26:11;-0.4
03.10.2021 22:26:11;-0.4
03.10.2021 23:26:11;-0.4
04.10.2021 00:26:11;-0.6
04.10.2021 01:26:11;-0.6
04.10.2021 02:26:11;-0.6
04.10.2021 03:26:11;-0.8
04.10.2021 04:26:11;-0.6
04.10.2021 05:26:11;-0.6
04.10.2021 06:26:11;-0.6
04.10.2021 07:26:11;-0.6
04.10.2021 08:26:11;-0.6
04.10.2021 09:26:11;-0.6
04.10.2021 10:26:11;-0.6
04.10.2021 11:26:11;-0.6
04.10.2021 12:26:11;-0.6
04.10.2021 13:26:11;-0.6
04.10.2021 14:26:11;-0.6
04.10.2021 15:26:11;-0.6
04.10.2021 16:26:11;-0.6
04.10.2021 17:26:11;-0.8
04.10.2021 18:26:11;-0.8
04.10.2021 19:26:11;-0.8
04.10.2021 20:26:11;-1.0
04.10.2021 21:26:11;-1.0
04.10.2021 22:26:11;-1.0
04.10.2021 23:26:11;-1.2
05.10.2021 00:26:11;-1.2
05.10.2021 01:26:11;-1.4
05.10.2021 02:26:11;-1.4
05.10.2021 03:26:11;-1.6
05.10.2021 04:26:11;-1.6
05.10.2021 05:26:11;-1.6
05.10.2021 06:26:11;-1.6
05.10.2021 07:26:11;-1.6
05.10.2021 08:26:11;-1.2
05.10.2021 09:26:11;-1.0
05.10.2021 10:26:11;-0.6
05.10.2021 11:26:11;-0.4
05.10.2021 12:26:11;-0.4
05.10.2021 13:26:11;-0.4
05.10.2021 14:26:11;-0.4
05.10.2021 15:26:11;-0.4
05.10.2021 16:26:11;-0.6
05.10.2021 17:26:11;-0.6
05.10.2021 18:26:11;-0.6
05.10.2021 19:26:11;-0.6
05.10.2021 20:26:11;-0.8
05.10.2021 21:26:11;-0.8
05.10.2021 22:26:11;-0.8
05.10.2021 23:26:11;-0.8
06.10.2021 00:26:11;-0.8
06.10.2021 01:26:11;-0.8
06.10.2021 02:26:11;-0.8
06.10.2021 03:26:11;-0.8
06.10.2021 04:26:11;-1.0
06.10.2021 05:26:11;-1.0
06.10.2021 06:26:11;-1.0
06.10.2021 07:26:11;-1.0
06.10.2021 08:26:11;-0.6
06.10.2021 09:26:11;-0.6
06.10.2021 10:26:11;-0.6
06.10.2021 11:26:11;-0.6
06.10.2021 12:26:11;-0.4
06.10.2021 13:26:11;-0.4
06.10.2021 14:26:11;-0.6
06.10.2021 15:26:11;-0.6
06.10.2021 16:26:11;-0.8
06.10.2021 17:26:11;-0.8
06.10.2021 18:26:11;-0.8
06.10.2021 19:26:11;-0.8
06.10.2021 20:26:11;-1.0
06.10.2021 21:26:11;-1.0
06.10.2021 22:26:11;-1.0
06.10.2021 23:26:11;-1.0
07.10.2021 00:26:11;-1.0
07.10.2021 01:26:11;-1.0
07.10.2021 02:26:11;-1.2
07.10.2021 03:26:11;-1.2
07.10.2021 04:26:11;-1.2
07.10.2021 05:26:11;-1.2
07.10.2021 06:26:11;-1.2
07.10.2021 07:26:11;-1.2
07.10.2021 08:26:11;-1.0
07.10.2021 09:26:11;-1.0
07.10.2021 10:26:11;-0.8
07.10.2021 11:26:11;-0.8
07.10.2021 12:26:11;-0.8
07.10.2021 13:26:11;-0.8
07.10.2021 14:26:11;-0.8
07.10.2021 15:26:11;-0.8
07.10.2021 16:26:11;-0.8
07.10.2021 17:26:11;-0.8
07.10.2021 18:26:11;-1.0
07.10.2021 19:26:11;-1.0
07.10.2021 20:26:11;-1.0
07.10.2021 21:26:11;-1.0
07.10.2021 22:26:11;-1.0
07.10.2021 23:26:11;-1.0
08.10.2021 00:26:11;-1.2
08.10.2021 01:26:11;-1.2
08.10.2021 02:26:11;-1.2
08.10.2021 03:26:11;-1.2
08.10.2021 04:26:11;-1.2
08.10.2021 05:26:11;-1.2
08.10.2021 06:26:11;-1.2
08.10.2021 07:26:11;-1.2
08.10.2021 08:26:11;-1.0
08.10.2021 09:26:11;-1.0
08.10.2021 10:26:11;-0.8
08.10.2021 11:26:11;-0.6
08.10.2021 12:26:11;-0.6
08.10.2021 13:26:11;-0.6
08.10.2021 14:26:11;-0.8
08.10.2021 15:26:11;-0.8
08.10.2021 16:26:11;-0.8
08.10.2021 17:26:11;-0.8
08.10.2021 18:26:11;-0.8
08.10.2021 19:26:11;-1.0
08.10.2021 20:26:11;-1.0
08.10.2021 21:26:11;-1.0
08.10.2021 22:26:11;-1.0
08.10.2021 23:26:11;-1.2
09.10.2021 00:26:11;-1.2
09.10.2021 01:26:11;-1.4
09.10.2021 02:26:11;-1.4
09.10.2021 03:26:11;-1.6
09.10.2021 04:26:11;-1.6
09.10.2021 05:26:11;-1.6
09.10.2021 06:26:11;-1.6
09.10.2021 07:26:11;-1.6
09.10.2021 08:26:11;-1.6
09.10.2021 09:26:11;-1.4
09.10.2021 10:26:11;-1.2
09.10.2021 11:26:11;-1.0
09.10.2021 12:26:11;-1.0
09.10.2021 13:26:11;-1.0
09.10.2021 14:26:11;-1.0
09.10.2021 15:26:11;-1.0
09.10.2021 16:26:11;-1.2
09.10.2021 17:26:11;-1.2
09.10.2021 18:26:11;-1.2
09.10.2021 19:26:11;-1.4
09.10.2021 20:26:11;-1.4
09.10.2021 21:26:11;-1.4
09.10.2021 22:26:11;-1.4
09.10.2021 23:26:11;-1.6
10.10.2021 00:26:11;-1.8
10.10.2021 01:26:11;-1.8
10.10.2021 02:26:11;-2.0
10.10.2021 03:26:11;-2.2
10.10.2021 04:26:11;-2.4
10.10.2021 05:26:11;-2.4
10.10.2021 06:26:11;-2.6
10.10.2021 07:26:11;-2.6
10.10.2021 08:26:11;-2.6
10.10.2021 09:26:11;-2.6
10.10.2021 10:26:11;-2.6
