88:6B:0F:4A:70:DA    -    SLF-Logger BLE
SerialNr;2005-0070
Project;sangvor
Name;mih
Location;SLF
Longitude;9.847383
Latitude;46.81242
Altitude;3591.0

Logger State;Stopped
Battery Level;64

Start Time;22. 09. 2023  07:17:35
PC Readout Time;25. 06. 2023  05:06:45
Logger Readout Time;05. 09. 2024  08:36:52
Logger to PC Difference;438d 3h 30min 7sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8378
22.09.2023 07:17:35;8.2
22.09.2023 08:17:35;11.2
22.09.2023 09:17:35;12.8
22.09.2023 10:17:35;13.8
22.09.2023 11:17:35;14.4
22.09.2023 12:17:35;13.8
22.09.2023 13:17:35;13.0
22.09.2023 14:17:35;12.0
22.09.2023 15:17:35;11.0
22.09.2023 16:17:35;10.0
22.09.2023 17:17:35;9.4
22.09.2023 18:17:35;8.6
22.09.2023 19:17:35;8.0
22.09.2023 20:17:35;7.4
22.09.2023 21:17:35;7.0
22.09.2023 22:17:35;6.4
22.09.2023 23:17:35;6.0
23.09.2023 00:17:35;5.6
23.09.2023 01:17:35;5.2
23.09.2023 02:17:35;4.8
23.09.2023 03:17:35;4.4
23.09.2023 04:17:35;4.2
23.09.2023 05:17:35;4.4
23.09.2023 06:17:35;5.4
23.09.2023 07:17:35;8.2
23.09.2023 08:17:35;11.2
23.09.2023 09:17:35;13.6
23.09.2023 10:17:35;14.6
23.09.2023 11:17:35;14.6
23.09.2023 12:17:35;13.6
23.09.2023 13:17:35;12.8
23.09.2023 14:17:35;12.0
23.09.2023 15:17:35;11.0
23.09.2023 16:17:35;10.2
23.09.2023 17:17:35;9.6
23.09.2023 18:17:35;9.0
23.09.2023 19:17:35;8.4
23.09.2023 20:17:35;7.8
23.09.2023 21:17:35;7.2
23.09.2023 22:17:35;6.8
23.09.2023 23:17:35;6.4
24.09.2023 00:17:35;5.8
24.09.2023 01:17:35;5.4
24.09.2023 02:17:35;5.0
24.09.2023 03:17:35;4.8
24.09.2023 04:17:35;4.6
24.09.2023 05:17:35;4.8
24.09.2023 06:17:35;5.8
24.09.2023 07:17:35;8.4
24.09.2023 08:17:35;11.4
24.09.2023 09:17:35;13.6
24.09.2023 10:17:35;14.6
24.09.2023 11:17:35;14.2
24.09.2023 12:17:35;12.8
24.09.2023 13:17:35;12.2
24.09.2023 14:17:35;11.8
24.09.2023 15:17:35;10.8
24.09.2023 16:17:35;10.0
24.09.2023 17:17:35;9.4
24.09.2023 18:17:35;8.8
24.09.2023 19:17:35;8.2
24.09.2023 20:17:35;7.8
24.09.2023 21:17:35;7.6
24.09.2023 22:17:35;7.6
24.09.2023 23:17:35;7.4
25.09.2023 00:17:35;7.2
25.09.2023 01:17:35;7.0
25.09.2023 02:17:35;6.8
25.09.2023 03:17:35;6.6
25.09.2023 04:17:35;6.6
25.09.2023 05:17:35;7.0
25.09.2023 06:17:35;7.8
25.09.2023 07:17:35;8.8
25.09.2023 08:17:35;9.4
25.09.2023 09:17:35;10.4
25.09.2023 10:17:35;11.4
25.09.2023 11:17:35;12.2
25.09.2023 12:17:35;11.4
25.09.2023 13:17:35;10.8
25.09.2023 14:17:35;10.0
25.09.2023 15:17:35;9.4
25.09.2023 16:17:35;9.0
25.09.2023 17:17:35;8.6
25.09.2023 18:17:35;8.2
25.09.2023 19:17:35;7.8
25.09.2023 20:17:35;7.6
25.09.2023 21:17:35;7.0
25.09.2023 22:17:35;6.8
25.09.2023 23:17:35;6.6
26.09.2023 00:17:35;6.0
26.09.2023 01:17:35;5.6
26.09.2023 02:17:35;5.0
26.09.2023 03:17:35;4.8
26.09.2023 04:17:35;4.4
26.09.2023 05:17:35;4.6
26.09.2023 06:17:35;5.4
26.09.2023 07:17:35;8.0
26.09.2023 08:17:35;10.6
26.09.2023 09:17:35;13.0
26.09.2023 10:17:35;13.8
26.09.2023 11:17:35;13.8
26.09.2023 12:17:35;12.8
26.09.2023 13:17:35;12.2
26.09.2023 14:17:35;11.4
26.09.2023 15:17:35;10.4
26.09.2023 16:17:35;9.6
26.09.2023 17:17:35;9.0
26.09.2023 18:17:35;8.4
26.09.2023 19:17:35;7.8
26.09.2023 20:17:35;7.2
26.09.2023 21:17:35;6.8
26.09.2023 22:17:35;6.4
26.09.2023 23:17:35;5.8
27.09.2023 00:17:35;5.4
27.09.2023 01:17:35;5.0
27.09.2023 02:17:35;4.6
27.09.2023 03:17:35;4.4
27.09.2023 04:17:35;4.2
27.09.2023 05:17:35;4.4
27.09.2023 06:17:35;5.2
27.09.2023 07:17:35;7.6
27.09.2023 08:17:35;10.0
27.09.2023 09:17:35;12.6
27.09.2023 10:17:35;13.4
27.09.2023 11:17:35;12.8
27.09.2023 12:17:35;12.2
27.09.2023 13:17:35;11.4
27.09.2023 14:17:35;10.8
27.09.2023 15:17:35;10.2
27.09.2023 16:17:35;9.6
27.09.2023 17:17:35;9.2
27.09.2023 18:17:35;8.6
27.09.2023 19:17:35;8.2
27.09.2023 20:17:35;7.8
27.09.2023 21:17:35;7.4
27.09.2023 22:17:35;7.0
27.09.2023 23:17:35;6.8
28.09.2023 00:17:35;6.6
28.09.2023 01:17:35;6.4
28.09.2023 02:17:35;6.2
28.09.2023 03:17:35;6.0
28.09.2023 04:17:35;6.2
28.09.2023 05:17:35;6.6
28.09.2023 06:17:35;7.2
28.09.2023 07:17:35;7.4
28.09.2023 08:17:35;6.6
28.09.2023 09:17:35;5.8
28.09.2023 10:17:35;5.2
28.09.2023 11:17:35;5.2
28.09.2023 12:17:35;5.6
28.09.2023 13:17:35;5.8
28.09.2023 14:17:35;5.4
28.09.2023 15:17:35;5.0
28.09.2023 16:17:35;4.8
28.09.2023 17:17:35;4.6
28.09.2023 18:17:35;4.4
28.09.2023 19:17:35;4.2
28.09.2023 20:17:35;4.2
28.09.2023 21:17:35;4.0
28.09.2023 22:17:35;3.8
28.09.2023 23:17:35;3.8
29.09.2023 00:17:35;3.6
29.09.2023 01:17:35;3.4
29.09.2023 02:17:35;3.4
29.09.2023 03:17:35;3.4
29.09.2023 04:17:35;3.6
29.09.2023 05:17:35;4.0
29.09.2023 06:17:35;4.8
29.09.2023 07:17:35;4.6
29.09.2023 08:17:35;5.0
29.09.2023 09:17:35;5.4
29.09.2023 10:17:35;5.0
29.09.2023 11:17:35;5.4
29.09.2023 12:17:35;6.0
29.09.2023 13:17:35;5.8
29.09.2023 14:17:35;5.4
29.09.2023 15:17:35;4.8
29.09.2023 16:17:35;4.4
29.09.2023 17:17:35;4.0
29.09.2023 18:17:35;3.8
29.09.2023 19:17:35;3.4
29.09.2023 20:17:35;3.0
29.09.2023 21:17:35;3.0
29.09.2023 22:17:35;2.8
29.09.2023 23:17:35;2.8
30.09.2023 00:17:35;2.6
30.09.2023 01:17:35;2.6
30.09.2023 02:17:35;2.6
30.09.2023 03:17:35;2.4
30.09.2023 04:17:35;2.4
30.09.2023 05:17:35;2.4
30.09.2023 06:17:35;2.4
30.09.2023 07:17:35;2.6
30.09.2023 08:17:35;3.6
30.09.2023 09:17:35;4.2
30.09.2023 10:17:35;4.4
30.09.2023 11:17:35;5.6
30.09.2023 12:17:35;5.8
30.09.2023 13:17:35;5.8
30.09.2023 14:17:35;5.2
30.09.2023 15:17:35;4.4
30.09.2023 16:17:35;3.4
30.09.2023 17:17:35;2.8
30.09.2023 18:17:35;2.4
30.09.2023 19:17:35;2.2
30.09.2023 20:17:35;2.0
30.09.2023 21:17:35;1.6
30.09.2023 22:17:35;1.6
30.09.2023 23:17:35;1.4
01.10.2023 00:17:35;1.2
01.10.2023 01:17:35;1.0
01.10.2023 02:17:35;0.8
01.10.2023 03:17:35;0.8
01.10.2023 04:17:35;0.6
01.10.2023 05:17:35;0.6
01.10.2023 06:17:35;0.6
01.10.2023 07:17:35;0.8
01.10.2023 08:17:35;1.8
01.10.2023 09:17:35;4.0
01.10.2023 10:17:35;5.4
01.10.2023 11:17:35;6.2
01.10.2023 12:17:35;5.8
01.10.2023 13:17:35;5.6
01.10.2023 14:17:35;5.0
01.10.2023 15:17:35;4.4
01.10.2023 16:17:35;3.8
01.10.2023 17:17:35;3.2
01.10.2023 18:17:35;2.8
01.10.2023 19:17:35;2.6
01.10.2023 20:17:35;2.6
01.10.2023 21:17:35;2.4
01.10.2023 22:17:35;2.2
01.10.2023 23:17:35;2.0
02.10.2023 00:17:35;2.0
02.10.2023 01:17:35;2.0
02.10.2023 02:17:35;1.8
02.10.2023 03:17:35;1.8
02.10.2023 04:17:35;1.6
02.10.2023 05:17:35;1.6
02.10.2023 06:17:35;2.6
02.10.2023 07:17:35;4.2
02.10.2023 08:17:35;5.6
02.10.2023 09:17:35;6.8
02.10.2023 10:17:35;7.8
02.10.2023 11:17:35;8.2
02.10.2023 12:17:35;7.4
02.10.2023 13:17:35;6.8
02.10.2023 14:17:35;6.0
02.10.2023 15:17:35;5.4
02.10.2023 16:17:35;4.8
02.10.2023 17:17:35;4.2
02.10.2023 18:17:35;3.6
02.10.2023 19:17:35;3.2
02.10.2023 20:17:35;2.8
02.10.2023 21:17:35;2.6
02.10.2023 22:17:35;2.4
02.10.2023 23:17:35;2.2
03.10.2023 00:17:35;2.0
03.10.2023 01:17:35;1.8
03.10.2023 02:17:35;1.6
03.10.2023 03:17:35;1.4
03.10.2023 04:17:35;1.2
03.10.2023 05:17:35;1.2
03.10.2023 06:17:35;1.4
03.10.2023 07:17:35;3.2
03.10.2023 08:17:35;4.0
03.10.2023 09:17:35;6.6
03.10.2023 10:17:35;7.4
03.10.2023 11:17:35;7.2
03.10.2023 12:17:35;6.6
03.10.2023 13:17:35;6.2
03.10.2023 14:17:35;5.6
03.10.2023 15:17:35;5.0
03.10.2023 16:17:35;4.8
03.10.2023 17:17:35;4.4
03.10.2023 18:17:35;4.0
03.10.2023 19:17:35;3.6
03.10.2023 20:17:35;3.0
03.10.2023 21:17:35;2.8
03.10.2023 22:17:35;2.4
03.10.2023 23:17:35;2.2
04.10.2023 00:17:35;2.0
04.10.2023 01:17:35;1.8
04.10.2023 02:17:35;1.6
04.10.2023 03:17:35;1.4
04.10.2023 04:17:35;1.4
04.10.2023 05:17:35;1.4
04.10.2023 06:17:35;1.8
04.10.2023 07:17:35;3.0
04.10.2023 08:17:35;4.4
04.10.2023 09:17:35;7.0
04.10.2023 10:17:35;7.6
04.10.2023 11:17:35;8.2
04.10.2023 12:17:35;7.2
04.10.2023 13:17:35;6.6
04.10.2023 14:17:35;6.0
04.10.2023 15:17:35;5.6
04.10.2023 16:17:35;5.0
04.10.2023 17:17:35;4.4
04.10.2023 18:17:35;4.2
04.10.2023 19:17:35;3.8
04.10.2023 20:17:35;3.4
04.10.2023 21:17:35;3.4
04.10.2023 22:17:35;3.2
04.10.2023 23:17:35;3.0
05.10.2023 00:17:35;2.8
05.10.2023 01:17:35;2.6
05.10.2023 02:17:35;2.4
05.10.2023 03:17:35;2.2
05.10.2023 04:17:35;2.4
05.10.2023 05:17:35;2.2
05.10.2023 06:17:35;2.8
05.10.2023 07:17:35;4.4
05.10.2023 08:17:35;4.6
05.10.2023 09:17:35;6.8
05.10.2023 10:17:35;7.8
05.10.2023 11:17:35;8.2
05.10.2023 12:17:35;7.6
05.10.2023 13:17:35;7.0
05.10.2023 14:17:35;6.6
05.10.2023 15:17:35;6.2
05.10.2023 16:17:35;5.8
05.10.2023 17:17:35;5.4
05.10.2023 18:17:35;5.0
05.10.2023 19:17:35;4.8
05.10.2023 20:17:35;4.4
05.10.2023 21:17:35;4.0
05.10.2023 22:17:35;4.0
05.10.2023 23:17:35;3.6
06.10.2023 00:17:35;3.4
06.10.2023 01:17:35;3.4
06.10.2023 02:17:35;3.2
06.10.2023 03:17:35;3.2
06.10.2023 04:17:35;3.4
06.10.2023 05:17:35;3.8
06.10.2023 06:17:35;4.8
06.10.2023 07:17:35;6.4
06.10.2023 08:17:35;7.2
06.10.2023 09:17:35;6.6
06.10.2023 10:17:35;5.0
06.10.2023 11:17:35;4.0
06.10.2023 12:17:35;3.8
06.10.2023 13:17:35;3.4
06.10.2023 14:17:35;3.2
06.10.2023 15:17:35;3.2
06.10.2023 16:17:35;3.0
06.10.2023 17:17:35;2.8
06.10.2023 18:17:35;2.8
06.10.2023 19:17:35;2.6
06.10.2023 20:17:35;2.6
06.10.2023 21:17:35;2.4
06.10.2023 22:17:35;2.4
06.10.2023 23:17:35;2.4
07.10.2023 00:17:35;2.4
07.10.2023 01:17:35;2.2
07.10.2023 02:17:35;2.0
07.10.2023 03:17:35;2.0
07.10.2023 04:17:35;1.8
07.10.2023 05:17:35;1.8
07.10.2023 06:17:35;1.8
07.10.2023 07:17:35;1.8
07.10.2023 08:17:35;2.0
07.10.2023 09:17:35;2.0
07.10.2023 10:17:35;2.2
07.10.2023 11:17:35;2.4
07.10.2023 12:17:35;2.6
07.10.2023 13:17:35;2.8
07.10.2023 14:17:35;2.8
07.10.2023 15:17:35;2.6
07.10.2023 16:17:35;2.6
07.10.2023 17:17:35;2.4
07.10.2023 18:17:35;2.2
07.10.2023 19:17:35;2.0
07.10.2023 20:17:35;1.8
07.10.2023 21:17:35;1.6
07.10.2023 22:17:35;1.6
07.10.2023 23:17:35;1.4
08.10.2023 00:17:35;1.4
08.10.2023 01:17:35;1.2
08.10.2023 02:17:35;1.2
08.10.2023 03:17:35;1.0
08.10.2023 04:17:35;1.0
08.10.2023 05:17:35;1.0
08.10.2023 06:17:35;1.0
08.10.2023 07:17:35;1.6
08.10.2023 08:17:35;1.4
08.10.2023 09:17:35;2.6
08.10.2023 10:17:35;3.6
08.10.2023 11:17:35;4.2
08.10.2023 12:17:35;3.8
08.10.2023 13:17:35;3.6
08.10.2023 14:17:35;3.2
08.10.2023 15:17:35;2.8
08.10.2023 16:17:35;2.4
08.10.2023 17:17:35;2.0
