88:6B:0F:4A:70:DA    -    SLF-Logger BLE
SerialNr;2005-0070
Project;sangvor
Name;mih
Location;SLF
Longitude;9.847383
Latitude;46.81242
Altitude;3591.0

Logger State;Stopped
Battery Level;81

Start Time;24. 09. 2021  13:41:06
PC Readout Time;07. 09. 2022  03:29:56
Logger Readout Time;07. 09. 2022  03:30:24
Logger to PC Difference;0d 0h 0min 28sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8342
24.09.2021 13:41:06;14.0
24.09.2021 14:41:06;14.6
24.09.2021 15:41:06;13.4
24.09.2021 16:41:06;12.4
24.09.2021 17:41:06;11.8
24.09.2021 18:41:06;11.0
24.09.2021 19:41:06;10.4
24.09.2021 20:41:06;10.0
24.09.2021 21:41:06;9.4
24.09.2021 22:41:06;9.0
24.09.2021 23:41:06;8.6
25.09.2021 00:41:06;8.2
25.09.2021 01:41:06;7.8
25.09.2021 02:41:06;7.4
25.09.2021 03:41:06;7.2
25.09.2021 04:41:06;7.2
25.09.2021 05:41:06;7.4
25.09.2021 06:41:06;8.4
25.09.2021 07:41:06;11.4
25.09.2021 08:41:06;14.4
25.09.2021 09:41:06;17.0
25.09.2021 10:41:06;18.2
25.09.2021 11:41:06;18.0
25.09.2021 12:41:06;16.6
25.09.2021 13:41:06;15.4
25.09.2021 14:41:06;14.2
25.09.2021 15:41:06;13.0
25.09.2021 16:41:06;12.4
25.09.2021 17:41:06;11.6
25.09.2021 18:41:06;11.0
25.09.2021 19:41:06;10.4
25.09.2021 20:41:06;10.0
25.09.2021 21:41:06;9.4
25.09.2021 22:41:06;9.0
25.09.2021 23:41:06;8.6
26.09.2021 00:41:06;8.2
26.09.2021 01:41:06;8.0
26.09.2021 02:41:06;7.6
26.09.2021 03:41:06;7.4
26.09.2021 04:41:06;7.4
26.09.2021 05:41:06;7.6
26.09.2021 06:41:06;8.6
26.09.2021 07:41:06;11.6
26.09.2021 08:41:06;14.4
26.09.2021 09:41:06;17.2
26.09.2021 10:41:06;18.4
26.09.2021 11:41:06;18.2
26.09.2021 12:41:06;17.0
26.09.2021 13:41:06;15.6
26.09.2021 14:41:06;14.4
26.09.2021 15:41:06;13.4
26.09.2021 16:41:06;12.6
26.09.2021 17:41:06;12.0
26.09.2021 18:41:06;11.4
26.09.2021 19:41:06;10.8
26.09.2021 20:41:06;10.4
26.09.2021 21:41:06;9.8
26.09.2021 22:41:06;9.4
26.09.2021 23:41:06;9.0
27.09.2021 00:41:06;8.6
27.09.2021 01:41:06;8.2
27.09.2021 02:41:06;7.8
27.09.2021 03:41:06;7.4
27.09.2021 04:41:06;7.2
27.09.2021 05:41:06;7.6
27.09.2021 06:41:06;8.6
27.09.2021 07:41:06;11.4
27.09.2021 08:41:06;13.8
27.09.2021 09:41:06;16.4
27.09.2021 10:41:06;17.6
27.09.2021 11:41:06;17.4
27.09.2021 12:41:06;16.2
27.09.2021 13:41:06;14.8
27.09.2021 14:41:06;13.6
27.09.2021 15:41:06;12.6
27.09.2021 16:41:06;11.8
27.09.2021 17:41:06;11.2
27.09.2021 18:41:06;10.6
27.09.2021 19:41:06;10.0
27.09.2021 20:41:06;9.6
27.09.2021 21:41:06;9.0
27.09.2021 22:41:06;8.6
27.09.2021 23:41:06;8.2
28.09.2021 00:41:06;7.8
28.09.2021 01:41:06;7.4
28.09.2021 02:41:06;7.2
28.09.2021 03:41:06;7.0
28.09.2021 04:41:06;7.0
28.09.2021 05:41:06;7.2
28.09.2021 06:41:06;8.2
28.09.2021 07:41:06;11.0
28.09.2021 08:41:06;13.4
28.09.2021 09:41:06;15.8
28.09.2021 10:41:06;17.0
28.09.2021 11:41:06;16.8
28.09.2021 12:41:06;15.6
28.09.2021 13:41:06;14.6
28.09.2021 14:41:06;13.6
28.09.2021 15:41:06;12.6
28.09.2021 16:41:06;11.8
28.09.2021 17:41:06;11.2
28.09.2021 18:41:06;10.8
28.09.2021 19:41:06;10.2
28.09.2021 20:41:06;9.8
28.09.2021 21:41:06;9.6
28.09.2021 22:41:06;9.2
28.09.2021 23:41:06;9.0
29.09.2021 00:41:06;8.8
29.09.2021 01:41:06;8.4
29.09.2021 02:41:06;8.4
29.09.2021 03:41:06;8.2
29.09.2021 04:41:06;8.6
29.09.2021 05:41:06;9.0
29.09.2021 06:41:06;10.0
29.09.2021 07:41:06;11.8
29.09.2021 08:41:06;13.2
29.09.2021 09:41:06;15.2
29.09.2021 10:41:06;16.2
29.09.2021 11:41:06;16.0
29.09.2021 12:41:06;15.2
29.09.2021 13:41:06;14.2
29.09.2021 14:41:06;13.2
29.09.2021 15:41:06;12.4
29.09.2021 16:41:06;11.6
29.09.2021 17:41:06;11.0
29.09.2021 18:41:06;10.4
29.09.2021 19:41:06;9.8
29.09.2021 20:41:06;9.4
29.09.2021 21:41:06;9.0
29.09.2021 22:41:06;8.8
29.09.2021 23:41:06;8.4
30.09.2021 00:41:06;8.0
30.09.2021 01:41:06;7.6
30.09.2021 02:41:06;7.4
30.09.2021 03:41:06;7.6
30.09.2021 04:41:06;7.6
30.09.2021 05:41:06;8.0
30.09.2021 06:41:06;9.4
30.09.2021 07:41:06;11.4
30.09.2021 08:41:06;13.0
30.09.2021 09:41:06;15.4
30.09.2021 10:41:06;16.6
30.09.2021 11:41:06;16.2
30.09.2021 12:41:06;15.2
30.09.2021 13:41:06;14.4
30.09.2021 14:41:06;13.4
30.09.2021 15:41:06;12.4
30.09.2021 16:41:06;11.8
30.09.2021 17:41:06;11.4
30.09.2021 18:41:06;10.8
30.09.2021 19:41:06;10.2
30.09.2021 20:41:06;9.8
30.09.2021 21:41:06;9.4
30.09.2021 22:41:06;9.2
30.09.2021 23:41:06;9.2
01.10.2021 00:41:06;9.2
01.10.2021 01:41:06;9.2
01.10.2021 02:41:06;9.0
01.10.2021 03:41:06;9.2
01.10.2021 04:41:06;9.4
01.10.2021 05:41:06;10.0
01.10.2021 06:41:06;10.8
01.10.2021 07:41:06;11.6
01.10.2021 08:41:06;12.8
01.10.2021 09:41:06;13.6
01.10.2021 10:41:06;12.4
01.10.2021 11:41:06;12.0
01.10.2021 12:41:06;11.8
01.10.2021 13:41:06;11.4
01.10.2021 14:41:06;10.6
01.10.2021 15:41:06;10.0
01.10.2021 16:41:06;9.6
01.10.2021 17:41:06;9.4
01.10.2021 18:41:06;9.2
01.10.2021 19:41:06;9.0
01.10.2021 20:41:06;8.8
01.10.2021 21:41:06;8.6
01.10.2021 22:41:06;8.2
01.10.2021 23:41:06;8.0
02.10.2021 00:41:06;7.4
02.10.2021 01:41:06;7.2
02.10.2021 02:41:06;7.0
02.10.2021 03:41:06;6.8
02.10.2021 04:41:06;6.8
02.10.2021 05:41:06;7.4
02.10.2021 06:41:06;8.0
02.10.2021 07:41:06;8.4
02.10.2021 08:41:06;8.4
02.10.2021 09:41:06;8.4
02.10.2021 10:41:06;8.0
02.10.2021 11:41:06;7.6
02.10.2021 12:41:06;7.6
02.10.2021 13:41:06;7.4
02.10.2021 14:41:06;7.0
02.10.2021 15:41:06;6.6
02.10.2021 16:41:06;6.2
02.10.2021 17:41:06;5.6
02.10.2021 18:41:06;5.2
02.10.2021 19:41:06;5.2
02.10.2021 20:41:06;5.2
02.10.2021 21:41:06;5.0
02.10.2021 22:41:06;5.0
02.10.2021 23:41:06;5.0
03.10.2021 00:41:06;5.0
03.10.2021 01:41:06;4.8
03.10.2021 02:41:06;4.6
03.10.2021 03:41:06;4.4
03.10.2021 04:41:06;4.8
03.10.2021 05:41:06;5.6
03.10.2021 06:41:06;6.4
03.10.2021 07:41:06;7.8
03.10.2021 08:41:06;9.4
03.10.2021 09:41:06;10.0
03.10.2021 10:41:06;10.8
03.10.2021 11:41:06;11.2
03.10.2021 12:41:06;10.8
03.10.2021 13:41:06;10.2
03.10.2021 14:41:06;9.0
03.10.2021 15:41:06;8.2
03.10.2021 16:41:06;7.8
03.10.2021 17:41:06;7.6
03.10.2021 18:41:06;7.2
03.10.2021 19:41:06;6.8
03.10.2021 20:41:06;6.4
03.10.2021 21:41:06;6.2
03.10.2021 22:41:06;5.8
03.10.2021 23:41:06;5.6
04.10.2021 00:41:06;5.2
04.10.2021 01:41:06;4.8
04.10.2021 02:41:06;4.6
04.10.2021 03:41:06;4.6
04.10.2021 04:41:06;4.8
04.10.2021 05:41:06;5.2
04.10.2021 06:41:06;6.0
04.10.2021 07:41:06;7.2
04.10.2021 08:41:06;8.0
04.10.2021 09:41:06;10.6
04.10.2021 10:41:06;11.6
04.10.2021 11:41:06;10.6
04.10.2021 12:41:06;9.2
04.10.2021 13:41:06;8.4
04.10.2021 14:41:06;7.6
04.10.2021 15:41:06;6.8
04.10.2021 16:41:06;6.2
04.10.2021 17:41:06;5.6
04.10.2021 18:41:06;5.0
04.10.2021 19:41:06;4.6
04.10.2021 20:41:06;4.2
04.10.2021 21:41:06;3.8
04.10.2021 22:41:06;3.4
04.10.2021 23:41:06;3.0
05.10.2021 00:41:06;2.8
05.10.2021 01:41:06;2.4
05.10.2021 02:41:06;2.2
05.10.2021 03:41:06;2.0
05.10.2021 04:41:06;2.0
05.10.2021 05:41:06;2.2
05.10.2021 06:41:06;3.4
05.10.2021 07:41:06;5.8
05.10.2021 08:41:06;7.2
05.10.2021 09:41:06;9.8
05.10.2021 10:41:06;10.8
05.10.2021 11:41:06;10.8
05.10.2021 12:41:06;9.6
05.10.2021 13:41:06;9.0
05.10.2021 14:41:06;8.2
05.10.2021 15:41:06;7.6
05.10.2021 16:41:06;7.2
05.10.2021 17:41:06;7.0
05.10.2021 18:41:06;6.8
05.10.2021 19:41:06;6.6
05.10.2021 20:41:06;6.4
05.10.2021 21:41:06;6.2
05.10.2021 22:41:06;6.2
05.10.2021 23:41:06;6.0
06.10.2021 00:41:06;5.8
06.10.2021 01:41:06;5.6
06.10.2021 02:41:06;5.6
06.10.2021 03:41:06;5.2
06.10.2021 04:41:06;5.2
06.10.2021 05:41:06;5.4
06.10.2021 06:41:06;5.2
06.10.2021 07:41:06;5.8
06.10.2021 08:41:06;6.8
06.10.2021 09:41:06;7.0
06.10.2021 10:41:06;7.2
06.10.2021 11:41:06;7.0
06.10.2021 12:41:06;6.6
06.10.2021 13:41:06;6.2
06.10.2021 14:41:06;5.4
06.10.2021 15:41:06;5.0
06.10.2021 16:41:06;4.6
06.10.2021 17:41:06;4.4
06.10.2021 18:41:06;4.2
06.10.2021 19:41:06;4.0
06.10.2021 20:41:06;4.0
06.10.2021 21:41:06;3.8
06.10.2021 22:41:06;3.8
06.10.2021 23:41:06;3.6
07.10.2021 00:41:06;3.4
07.10.2021 01:41:06;3.2
07.10.2021 02:41:06;3.0
07.10.2021 03:41:06;3.0
07.10.2021 04:41:06;3.0
07.10.2021 05:41:06;3.4
07.10.2021 06:41:06;4.6
07.10.2021 07:41:06;5.6
07.10.2021 08:41:06;6.8
07.10.2021 09:41:06;7.6
07.10.2021 10:41:06;8.2
07.10.2021 11:41:06;7.8
07.10.2021 12:41:06;7.2
07.10.2021 13:41:06;6.8
07.10.2021 14:41:06;5.8
07.10.2021 15:41:06;5.2
07.10.2021 16:41:06;4.8
07.10.2021 17:41:06;4.4
07.10.2021 18:41:06;4.0
07.10.2021 19:41:06;3.6
07.10.2021 20:41:06;3.4
07.10.2021 21:41:06;3.2
07.10.2021 22:41:06;2.8
07.10.2021 23:41:06;2.6
08.10.2021 00:41:06;2.4
08.10.2021 01:41:06;2.2
08.10.2021 02:41:06;2.0
08.10.2021 03:41:06;2.0
08.10.2021 04:41:06;2.4
08.10.2021 05:41:06;3.4
08.10.2021 06:41:06;4.8
08.10.2021 07:41:06;6.0
08.10.2021 08:41:06;7.2
08.10.2021 09:41:06;10.0
08.10.2021 10:41:06;11.4
08.10.2021 11:41:06;9.8
08.10.2021 12:41:06;8.6
08.10.2021 13:41:06;7.6
08.10.2021 14:41:06;6.8
08.10.2021 15:41:06;6.2
08.10.2021 16:41:06;5.6
08.10.2021 17:41:06;5.0
08.10.2021 18:41:06;4.6
08.10.2021 19:41:06;4.0
08.10.2021 20:41:06;3.4
08.10.2021 21:41:06;3.0
08.10.2021 22:41:06;2.6
08.10.2021 23:41:06;2.4
09.10.2021 00:41:06;2.0
09.10.2021 01:41:06;1.8
09.10.2021 02:41:06;1.6
09.10.2021 03:41:06;1.4
09.10.2021 04:41:06;1.4
09.10.2021 05:41:06;1.4
09.10.2021 06:41:06;2.8
09.10.2021 07:41:06;4.4
09.10.2021 08:41:06;4.2
09.10.2021 09:41:06;7.0
09.10.2021 10:41:06;8.6
09.10.2021 11:41:06;7.6
09.10.2021 12:41:06;6.8
09.10.2021 13:41:06;6.4
09.10.2021 14:41:06;5.4
09.10.2021 15:41:06;4.8
09.10.2021 16:41:06;4.2
09.10.2021 17:41:06;4.0
09.10.2021 18:41:06;3.6
09.10.2021 19:41:06;3.2
09.10.2021 20:41:06;3.0
09.10.2021 21:41:06;2.6
09.10.2021 22:41:06;2.2
09.10.2021 23:41:06;2.0
10.10.2021 00:41:06;1.8
10.10.2021 01:41:06;1.8
10.10.2021 02:41:06;1.8
10.10.2021 03:41:06;2.0
10.10.2021 04:41:06;2.0
10.10.2021 05:41:06;2.0
10.10.2021 06:41:06;2.0
10.10.2021 07:41:06;2.0
10.10.2021 08:41:06;2.0
10.10.2021 09:41:06;2.0
10.10.2021 10:41:06;2.0
10.10.2021 11:41:06;2.0
10.10.2021 12:41:06;2.0
10.10.2021 13:41:06;1.8
10.10.2021 14:41:06;1.6
10.10.2021 15:41:06;1.4
10.10.2021 16:41:06;1.2
10.10.2021 17:41:06;1.0
10.10.2021 18:41:06;1.0
10.10.2021 19:41:06;0.8
10.10.2021 20:41:06;0.6
10.10.2021 21:41:06;0.4
10.10.2021 22:41:06;0.2
10.10.2021 23:41:06;0.0
