88:6B:0F:4A:6F:07    -    SLF-Logger BLE
SerialNr;2005-0082
Project;sangvor
Name;mih
Location;SLF
Longitude;71.371605
Latitude;38.733913
Altitude;4412.0

Logger State;Stopped
Battery Level;64

Start Time;21. 09. 2023  11:19:41
PC Readout Time;24. 06. 2023  04:37:56
Logger Readout Time;04. 09. 2024  08:06:23
Logger to PC Difference;438d 3h 28min 27sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8373
21.09.2023 11:19:41;8.2
21.09.2023 12:19:41;8.6
21.09.2023 13:19:41;8.2
21.09.2023 14:19:41;7.2
21.09.2023 15:19:41;6.0
21.09.2023 16:19:41;5.0
21.09.2023 17:19:41;4.4
21.09.2023 18:19:41;3.6
21.09.2023 19:19:41;3.2
21.09.2023 20:19:41;2.8
21.09.2023 21:19:41;2.4
21.09.2023 22:19:41;2.0
21.09.2023 23:19:41;1.8
22.09.2023 00:19:41;1.6
22.09.2023 01:19:41;1.4
22.09.2023 02:19:41;1.2
22.09.2023 03:19:41;1.0
22.09.2023 04:19:41;1.0
22.09.2023 05:19:41;1.0
22.09.2023 06:19:41;1.0
22.09.2023 07:19:41;2.4
22.09.2023 08:19:41;4.4
22.09.2023 09:19:41;6.4
22.09.2023 10:19:41;7.8
22.09.2023 11:19:41;8.6
22.09.2023 12:19:41;9.2
22.09.2023 13:19:41;8.6
22.09.2023 14:19:41;7.4
22.09.2023 15:19:41;6.4
22.09.2023 16:19:41;5.2
22.09.2023 17:19:41;4.4
22.09.2023 18:19:41;3.8
22.09.2023 19:19:41;3.2
22.09.2023 20:19:41;2.8
22.09.2023 21:19:41;2.4
22.09.2023 22:19:41;2.0
22.09.2023 23:19:41;1.8
23.09.2023 00:19:41;1.6
23.09.2023 01:19:41;1.4
23.09.2023 02:19:41;1.2
23.09.2023 03:19:41;1.0
23.09.2023 04:19:41;0.8
23.09.2023 05:19:41;0.8
23.09.2023 06:19:41;1.0
23.09.2023 07:19:41;2.8
23.09.2023 08:19:41;5.0
23.09.2023 09:19:41;7.2
23.09.2023 10:19:41;8.8
23.09.2023 11:19:41;9.6
23.09.2023 12:19:41;9.8
23.09.2023 13:19:41;9.2
23.09.2023 14:19:41;8.0
23.09.2023 15:19:41;6.8
23.09.2023 16:19:41;5.6
23.09.2023 17:19:41;4.8
23.09.2023 18:19:41;4.0
23.09.2023 19:19:41;3.4
23.09.2023 20:19:41;3.0
23.09.2023 21:19:41;2.6
23.09.2023 22:19:41;2.2
23.09.2023 23:19:41;2.0
24.09.2023 00:19:41;1.8
24.09.2023 01:19:41;1.6
24.09.2023 02:19:41;1.4
24.09.2023 03:19:41;1.2
24.09.2023 04:19:41;1.0
24.09.2023 05:19:41;1.0
24.09.2023 06:19:41;1.8
24.09.2023 07:19:41;3.8
24.09.2023 08:19:41;6.0
24.09.2023 09:19:41;8.0
24.09.2023 10:19:41;9.2
24.09.2023 11:19:41;9.4
24.09.2023 12:19:41;9.2
24.09.2023 13:19:41;8.8
24.09.2023 14:19:41;7.8
24.09.2023 15:19:41;6.8
24.09.2023 16:19:41;5.8
24.09.2023 17:19:41;5.0
24.09.2023 18:19:41;4.2
24.09.2023 19:19:41;3.6
24.09.2023 20:19:41;3.2
24.09.2023 21:19:41;2.8
24.09.2023 22:19:41;2.6
24.09.2023 23:19:41;2.6
25.09.2023 00:19:41;2.4
25.09.2023 01:19:41;2.2
25.09.2023 02:19:41;2.2
25.09.2023 03:19:41;2.0
25.09.2023 04:19:41;2.0
25.09.2023 05:19:41;2.0
25.09.2023 06:19:41;2.6
25.09.2023 07:19:41;3.2
25.09.2023 08:19:41;4.0
25.09.2023 09:19:41;4.6
25.09.2023 10:19:41;5.4
25.09.2023 11:19:41;5.6
25.09.2023 12:19:41;5.6
25.09.2023 13:19:41;5.4
25.09.2023 14:19:41;4.8
25.09.2023 15:19:41;4.2
25.09.2023 16:19:41;3.8
25.09.2023 17:19:41;3.4
25.09.2023 18:19:41;3.0
25.09.2023 19:19:41;2.8
25.09.2023 20:19:41;2.4
25.09.2023 21:19:41;2.2
25.09.2023 22:19:41;2.0
25.09.2023 23:19:41;1.8
26.09.2023 00:19:41;1.6
26.09.2023 01:19:41;1.4
26.09.2023 02:19:41;1.2
26.09.2023 03:19:41;1.0
26.09.2023 04:19:41;0.8
26.09.2023 05:19:41;0.8
26.09.2023 06:19:41;1.2
26.09.2023 07:19:41;3.0
26.09.2023 08:19:41;5.2
26.09.2023 09:19:41;7.0
26.09.2023 10:19:41;8.8
26.09.2023 11:19:41;9.6
26.09.2023 12:19:41;9.6
26.09.2023 13:19:41;8.6
26.09.2023 14:19:41;7.4
26.09.2023 15:19:41;6.2
26.09.2023 16:19:41;5.2
26.09.2023 17:19:41;4.4
26.09.2023 18:19:41;3.6
26.09.2023 19:19:41;3.0
26.09.2023 20:19:41;2.6
26.09.2023 21:19:41;2.2
26.09.2023 22:19:41;2.0
26.09.2023 23:19:41;1.6
27.09.2023 00:19:41;1.4
27.09.2023 01:19:41;1.2
27.09.2023 02:19:41;1.0
27.09.2023 03:19:41;0.8
27.09.2023 04:19:41;0.6
27.09.2023 05:19:41;0.6
27.09.2023 06:19:41;0.8
27.09.2023 07:19:41;2.6
27.09.2023 08:19:41;5.0
27.09.2023 09:19:41;7.2
27.09.2023 10:19:41;8.4
27.09.2023 11:19:41;9.0
27.09.2023 12:19:41;9.6
27.09.2023 13:19:41;9.4
27.09.2023 14:19:41;8.2
27.09.2023 15:19:41;7.2
27.09.2023 16:19:41;6.4
27.09.2023 17:19:41;5.6
27.09.2023 18:19:41;4.8
27.09.2023 19:19:41;4.4
27.09.2023 20:19:41;3.8
27.09.2023 21:19:41;3.4
27.09.2023 22:19:41;3.0
27.09.2023 23:19:41;2.6
28.09.2023 00:19:41;2.4
28.09.2023 01:19:41;2.2
28.09.2023 02:19:41;2.0
28.09.2023 03:19:41;1.8
28.09.2023 04:19:41;1.8
28.09.2023 05:19:41;1.8
28.09.2023 06:19:41;2.0
28.09.2023 07:19:41;2.4
28.09.2023 08:19:41;2.2
28.09.2023 09:19:41;2.0
28.09.2023 10:19:41;1.8
28.09.2023 11:19:41;1.8
28.09.2023 12:19:41;1.8
28.09.2023 13:19:41;1.8
28.09.2023 14:19:41;1.6
28.09.2023 15:19:41;1.6
28.09.2023 16:19:41;1.6
28.09.2023 17:19:41;1.4
28.09.2023 18:19:41;1.4
28.09.2023 19:19:41;1.4
28.09.2023 20:19:41;1.4
28.09.2023 21:19:41;1.2
28.09.2023 22:19:41;1.2
28.09.2023 23:19:41;1.2
29.09.2023 00:19:41;1.0
29.09.2023 01:19:41;1.0
29.09.2023 02:19:41;1.0
29.09.2023 03:19:41;1.0
29.09.2023 04:19:41;1.0
29.09.2023 05:19:41;1.0
29.09.2023 06:19:41;1.0
29.09.2023 07:19:41;1.0
29.09.2023 08:19:41;1.0
29.09.2023 09:19:41;1.2
29.09.2023 10:19:41;1.2
29.09.2023 11:19:41;1.0
29.09.2023 12:19:41;1.0
29.09.2023 13:19:41;1.0
29.09.2023 14:19:41;1.0
29.09.2023 15:19:41;1.0
29.09.2023 16:19:41;1.0
29.09.2023 17:19:41;1.0
29.09.2023 18:19:41;1.0
29.09.2023 19:19:41;0.8
29.09.2023 20:19:41;0.8
29.09.2023 21:19:41;0.8
29.09.2023 22:19:41;0.8
29.09.2023 23:19:41;0.8
30.09.2023 00:19:41;0.8
30.09.2023 01:19:41;0.8
30.09.2023 02:19:41;0.8
30.09.2023 03:19:41;0.8
30.09.2023 04:19:41;0.8
30.09.2023 05:19:41;0.8
30.09.2023 06:19:41;0.8
30.09.2023 07:19:41;0.8
30.09.2023 08:19:41;0.8
30.09.2023 09:19:41;0.8
30.09.2023 10:19:41;0.8
30.09.2023 11:19:41;0.8
30.09.2023 12:19:41;0.8
30.09.2023 13:19:41;0.8
30.09.2023 14:19:41;0.8
30.09.2023 15:19:41;0.8
30.09.2023 16:19:41;0.8
30.09.2023 17:19:41;0.8
30.09.2023 18:19:41;0.6
30.09.2023 19:19:41;0.6
30.09.2023 20:19:41;0.6
30.09.2023 21:19:41;0.6
30.09.2023 22:19:41;0.6
30.09.2023 23:19:41;0.6
01.10.2023 00:19:41;0.6
01.10.2023 01:19:41;0.6
01.10.2023 02:19:41;0.6
01.10.2023 03:19:41;0.6
01.10.2023 04:19:41;0.4
01.10.2023 05:19:41;0.4
01.10.2023 06:19:41;0.4
01.10.2023 07:19:41;0.6
01.10.2023 08:19:41;0.6
01.10.2023 09:19:41;0.6
01.10.2023 10:19:41;0.6
01.10.2023 11:19:41;0.6
01.10.2023 12:19:41;0.6
01.10.2023 13:19:41;0.6
01.10.2023 14:19:41;0.6
01.10.2023 15:19:41;0.6
01.10.2023 16:19:41;0.6
01.10.2023 17:19:41;0.6
01.10.2023 18:19:41;0.4
01.10.2023 19:19:41;0.4
01.10.2023 20:19:41;0.4
01.10.2023 21:19:41;0.4
01.10.2023 22:19:41;0.4
01.10.2023 23:19:41;0.4
02.10.2023 00:19:41;0.4
02.10.2023 01:19:41;0.4
02.10.2023 02:19:41;0.4
02.10.2023 03:19:41;0.2
02.10.2023 04:19:41;0.2
02.10.2023 05:19:41;0.2
02.10.2023 06:19:41;0.2
02.10.2023 07:19:41;0.2
02.10.2023 08:19:41;0.2
02.10.2023 09:19:41;0.2
02.10.2023 10:19:41;0.4
02.10.2023 11:19:41;0.4
02.10.2023 12:19:41;0.6
02.10.2023 13:19:41;0.8
02.10.2023 14:19:41;0.8
02.10.2023 15:19:41;0.6
02.10.2023 16:19:41;0.6
02.10.2023 17:19:41;0.6
02.10.2023 18:19:41;0.4
02.10.2023 19:19:41;0.4
02.10.2023 20:19:41;0.4
02.10.2023 21:19:41;0.4
02.10.2023 22:19:41;0.4
02.10.2023 23:19:41;0.2
03.10.2023 00:19:41;0.2
03.10.2023 01:19:41;0.2
03.10.2023 02:19:41;0.2
03.10.2023 03:19:41;0.2
03.10.2023 04:19:41;0.0
03.10.2023 05:19:41;0.0
03.10.2023 06:19:41;0.0
03.10.2023 07:19:41;0.0
03.10.2023 08:19:41;0.0
03.10.2023 09:19:41;0.0
03.10.2023 10:19:41;0.8
03.10.2023 11:19:41;2.0
03.10.2023 12:19:41;2.4
03.10.2023 13:19:41;2.0
03.10.2023 14:19:41;1.6
03.10.2023 15:19:41;1.2
03.10.2023 16:19:41;1.0
03.10.2023 17:19:41;0.8
03.10.2023 18:19:41;0.6
03.10.2023 19:19:41;0.6
03.10.2023 20:19:41;0.4
03.10.2023 21:19:41;0.4
03.10.2023 22:19:41;0.4
03.10.2023 23:19:41;0.4
04.10.2023 00:19:41;0.2
04.10.2023 01:19:41;0.2
04.10.2023 02:19:41;0.2
04.10.2023 03:19:41;0.2
04.10.2023 04:19:41;0.2
04.10.2023 05:19:41;0.0
04.10.2023 06:19:41;0.0
04.10.2023 07:19:41;0.0
04.10.2023 08:19:41;0.0
04.10.2023 09:19:41;0.0
04.10.2023 10:19:41;0.2
04.10.2023 11:19:41;0.4
04.10.2023 12:19:41;0.8
04.10.2023 13:19:41;0.4
04.10.2023 14:19:41;0.4
04.10.2023 15:19:41;0.4
04.10.2023 16:19:41;0.4
04.10.2023 17:19:41;0.4
04.10.2023 18:19:41;0.4
04.10.2023 19:19:41;0.4
04.10.2023 20:19:41;0.4
04.10.2023 21:19:41;0.4
04.10.2023 22:19:41;0.2
04.10.2023 23:19:41;0.2
05.10.2023 00:19:41;0.2
05.10.2023 01:19:41;0.2
05.10.2023 02:19:41;0.2
05.10.2023 03:19:41;0.2
05.10.2023 04:19:41;0.2
05.10.2023 05:19:41;0.2
05.10.2023 06:19:41;0.2
05.10.2023 07:19:41;0.2
05.10.2023 08:19:41;0.6
05.10.2023 09:19:41;1.2
05.10.2023 10:19:41;1.6
05.10.2023 11:19:41;2.6
05.10.2023 12:19:41;3.2
05.10.2023 13:19:41;3.0
05.10.2023 14:19:41;2.4
05.10.2023 15:19:41;1.8
05.10.2023 16:19:41;1.4
05.10.2023 17:19:41;1.2
05.10.2023 18:19:41;1.0
05.10.2023 19:19:41;0.8
05.10.2023 20:19:41;0.8
05.10.2023 21:19:41;0.8
05.10.2023 22:19:41;0.6
05.10.2023 23:19:41;0.6
06.10.2023 00:19:41;0.6
06.10.2023 01:19:41;0.6
06.10.2023 02:19:41;0.6
06.10.2023 03:19:41;0.6
06.10.2023 04:19:41;0.4
06.10.2023 05:19:41;0.4
06.10.2023 06:19:41;0.4
06.10.2023 07:19:41;0.4
06.10.2023 08:19:41;0.4
06.10.2023 09:19:41;0.6
06.10.2023 10:19:41;0.4
06.10.2023 11:19:41;0.4
06.10.2023 12:19:41;0.4
06.10.2023 13:19:41;0.4
06.10.2023 14:19:41;0.4
06.10.2023 15:19:41;0.4
06.10.2023 16:19:41;0.4
06.10.2023 17:19:41;0.4
06.10.2023 18:19:41;0.4
06.10.2023 19:19:41;0.4
06.10.2023 20:19:41;0.4
06.10.2023 21:19:41;0.4
06.10.2023 22:19:41;0.4
06.10.2023 23:19:41;0.4
07.10.2023 00:19:41;0.4
07.10.2023 01:19:41;0.4
07.10.2023 02:19:41;0.4
07.10.2023 03:19:41;0.4
07.10.2023 04:19:41;0.4
07.10.2023 05:19:41;0.4
07.10.2023 06:19:41;0.4
07.10.2023 07:19:41;0.4
07.10.2023 08:19:41;0.4
07.10.2023 09:19:41;0.4
07.10.2023 10:19:41;0.2
07.10.2023 11:19:41;0.2
07.10.2023 12:19:41;0.2
07.10.2023 13:19:41;0.2
07.10.2023 14:19:41;0.2
07.10.2023 15:19:41;0.2
07.10.2023 16:19:41;0.2
07.10.2023 17:19:41;0.2
07.10.2023 18:19:41;0.2
07.10.2023 19:19:41;0.2
07.10.2023 20:19:41;0.2
07.10.2023 21:19:41;0.2
