88:6B:0F:4A:6E:F9    -    SLF-Logger BLE
SerialNr;2005-0081
Project;sangvor
Name;mih
Location;SLF
Longitude;9.847383
Latitude;46.81242
Altitude;3245.0

Logger State;Stopped
Battery Level;78

Start Time;25. 09. 2021  02:47:22
PC Readout Time;06. 09. 2022  08:43:02
Logger Readout Time;06. 09. 2022  08:43:23
Logger to PC Difference;0d 0h 0min 21sec
Interval;1 hour

Offset (already added)[°C];0
Accuracy;0.2°C (Low power usage)

Measurement Count;8310
25.09.2021 02:47:22;1.8
25.09.2021 03:47:22;2.8
25.09.2021 04:47:22;4.2
25.09.2021 05:47:22;4.2
25.09.2021 06:47:22;4.0
25.09.2021 07:47:22;4.8
25.09.2021 08:47:22;8.0
25.09.2021 09:47:22;11.8
25.09.2021 10:47:22;14.8
25.09.2021 11:47:22;16.8
25.09.2021 12:47:22;17.8
25.09.2021 13:47:22;18.0
25.09.2021 14:47:22;17.2
25.09.2021 15:47:22;15.8
25.09.2021 16:47:22;14.4
25.09.2021 17:47:22;13.0
25.09.2021 18:47:22;12.0
25.09.2021 19:47:22;10.8
25.09.2021 20:47:22;9.8
25.09.2021 21:47:22;8.8
25.09.2021 22:47:22;8.0
25.09.2021 23:47:22;7.2
26.09.2021 00:47:22;6.6
26.09.2021 01:47:22;5.8
26.09.2021 02:47:22;5.2
26.09.2021 03:47:22;4.8
26.09.2021 04:47:22;4.4
26.09.2021 05:47:22;4.0
26.09.2021 06:47:22;4.0
26.09.2021 07:47:22;4.6
26.09.2021 08:47:22;7.8
26.09.2021 09:47:22;11.6
26.09.2021 10:47:22;14.6
26.09.2021 11:47:22;16.8
26.09.2021 12:47:22;18.0
26.09.2021 13:47:22;18.2
26.09.2021 14:47:22;17.4
26.09.2021 15:47:22;16.0
26.09.2021 16:47:22;14.6
26.09.2021 17:47:22;13.2
26.09.2021 18:47:22;12.0
26.09.2021 19:47:22;11.0
26.09.2021 20:47:22;10.0
26.09.2021 21:47:22;9.0
26.09.2021 22:47:22;8.2
26.09.2021 23:47:22;7.4
27.09.2021 00:47:22;6.6
27.09.2021 01:47:22;6.0
27.09.2021 02:47:22;5.4
27.09.2021 03:47:22;4.8
27.09.2021 04:47:22;4.4
27.09.2021 05:47:22;4.2
27.09.2021 06:47:22;4.0
27.09.2021 07:47:22;4.6
27.09.2021 08:47:22;7.8
27.09.2021 09:47:22;11.4
27.09.2021 10:47:22;14.2
27.09.2021 11:47:22;16.2
27.09.2021 12:47:22;17.2
27.09.2021 13:47:22;17.4
27.09.2021 14:47:22;16.4
27.09.2021 15:47:22;15.2
27.09.2021 16:47:22;13.8
27.09.2021 17:47:22;12.4
27.09.2021 18:47:22;11.4
27.09.2021 19:47:22;10.2
27.09.2021 20:47:22;9.2
27.09.2021 21:47:22;8.4
27.09.2021 22:47:22;7.6
27.09.2021 23:47:22;6.8
28.09.2021 00:47:22;6.2
28.09.2021 01:47:22;5.4
28.09.2021 02:47:22;4.8
28.09.2021 03:47:22;4.4
28.09.2021 04:47:22;4.0
28.09.2021 05:47:22;3.6
28.09.2021 06:47:22;3.6
28.09.2021 07:47:22;4.2
28.09.2021 08:47:22;7.4
28.09.2021 09:47:22;11.0
28.09.2021 10:47:22;14.0
28.09.2021 11:47:22;16.0
28.09.2021 12:47:22;17.0
28.09.2021 13:47:22;17.0
28.09.2021 14:47:22;16.2
28.09.2021 15:47:22;15.0
28.09.2021 16:47:22;13.8
28.09.2021 17:47:22;12.6
28.09.2021 18:47:22;11.4
28.09.2021 19:47:22;10.4
28.09.2021 20:47:22;9.6
28.09.2021 21:47:22;8.8
28.09.2021 22:47:22;8.0
28.09.2021 23:47:22;7.4
29.09.2021 00:47:22;6.8
29.09.2021 01:47:22;6.4
29.09.2021 02:47:22;6.0
29.09.2021 03:47:22;5.8
29.09.2021 04:47:22;5.8
29.09.2021 05:47:22;6.0
29.09.2021 06:47:22;6.4
29.09.2021 07:47:22;7.4
29.09.2021 08:47:22;10.2
29.09.2021 09:47:22;13.2
29.09.2021 10:47:22;15.6
29.09.2021 11:47:22;17.0
29.09.2021 12:47:22;17.8
29.09.2021 13:47:22;17.8
29.09.2021 14:47:22;16.8
29.09.2021 15:47:22;15.8
29.09.2021 16:47:22;14.6
29.09.2021 17:47:22;13.4
29.09.2021 18:47:22;12.4
29.09.2021 19:47:22;11.2
29.09.2021 20:47:22;10.4
29.09.2021 21:47:22;9.4
29.09.2021 22:47:22;8.8
29.09.2021 23:47:22;8.0
30.09.2021 00:47:22;7.2
30.09.2021 01:47:22;6.6
30.09.2021 02:47:22;6.0
30.09.2021 03:47:22;5.8
30.09.2021 04:47:22;5.6
30.09.2021 05:47:22;5.8
30.09.2021 06:47:22;6.4
30.09.2021 07:47:22;7.6
30.09.2021 08:47:22;10.6
30.09.2021 09:47:22;13.4
30.09.2021 10:47:22;15.8
30.09.2021 11:47:22;17.4
30.09.2021 12:47:22;17.8
30.09.2021 13:47:22;17.8
30.09.2021 14:47:22;17.0
30.09.2021 15:47:22;15.8
30.09.2021 16:47:22;14.8
30.09.2021 17:47:22;13.8
30.09.2021 18:47:22;12.8
30.09.2021 19:47:22;11.8
30.09.2021 20:47:22;10.8
30.09.2021 21:47:22;10.0
30.09.2021 22:47:22;9.4
30.09.2021 23:47:22;9.2
01.10.2021 00:47:22;9.0
01.10.2021 01:47:22;8.8
01.10.2021 02:47:22;8.6
01.10.2021 03:47:22;8.4
01.10.2021 04:47:22;8.8
01.10.2021 05:47:22;9.4
01.10.2021 06:47:22;10.0
01.10.2021 07:47:22;11.2
01.10.2021 08:47:22;12.4
01.10.2021 09:47:22;13.8
01.10.2021 10:47:22;14.0
01.10.2021 11:47:22;14.0
01.10.2021 12:47:22;13.8
01.10.2021 13:47:22;13.4
01.10.2021 14:47:22;12.8
01.10.2021 15:47:22;12.2
01.10.2021 16:47:22;11.6
01.10.2021 17:47:22;11.2
01.10.2021 18:47:22;10.8
01.10.2021 19:47:22;10.4
01.10.2021 20:47:22;10.0
01.10.2021 21:47:22;9.6
01.10.2021 22:47:22;9.4
01.10.2021 23:47:22;9.0
02.10.2021 00:47:22;8.8
02.10.2021 01:47:22;8.4
02.10.2021 02:47:22;8.0
02.10.2021 03:47:22;7.8
02.10.2021 04:47:22;7.8
02.10.2021 05:47:22;7.8
02.10.2021 06:47:22;8.2
02.10.2021 07:47:22;8.8
02.10.2021 08:47:22;9.0
02.10.2021 09:47:22;9.4
02.10.2021 10:47:22;9.4
02.10.2021 11:47:22;9.0
02.10.2021 12:47:22;8.8
02.10.2021 13:47:22;8.8
02.10.2021 14:47:22;8.4
02.10.2021 15:47:22;8.0
02.10.2021 16:47:22;7.4
02.10.2021 17:47:22;6.8
02.10.2021 18:47:22;6.2
02.10.2021 19:47:22;5.8
02.10.2021 20:47:22;5.4
02.10.2021 21:47:22;5.2
02.10.2021 22:47:22;5.0
02.10.2021 23:47:22;5.0
03.10.2021 00:47:22;4.8
03.10.2021 01:47:22;4.8
03.10.2021 02:47:22;4.6
03.10.2021 03:47:22;4.6
03.10.2021 04:47:22;4.6
03.10.2021 05:47:22;5.2
03.10.2021 06:47:22;5.8
03.10.2021 07:47:22;6.6
03.10.2021 08:47:22;7.8
03.10.2021 09:47:22;9.0
03.10.2021 10:47:22;10.4
03.10.2021 11:47:22;11.6
03.10.2021 12:47:22;12.6
03.10.2021 13:47:22;12.6
03.10.2021 14:47:22;11.8
03.10.2021 15:47:22;10.8
03.10.2021 16:47:22;10.0
03.10.2021 17:47:22;9.6
03.10.2021 18:47:22;9.0
03.10.2021 19:47:22;8.4
03.10.2021 20:47:22;7.8
03.10.2021 21:47:22;7.4
03.10.2021 22:47:22;7.0
03.10.2021 23:47:22;6.6
04.10.2021 00:47:22;6.4
04.10.2021 01:47:22;6.0
04.10.2021 02:47:22;5.8
04.10.2021 03:47:22;5.6
04.10.2021 04:47:22;5.6
04.10.2021 05:47:22;5.6
04.10.2021 06:47:22;5.8
04.10.2021 07:47:22;6.2
04.10.2021 08:47:22;7.8
04.10.2021 09:47:22;10.4
04.10.2021 10:47:22;12.6
04.10.2021 11:47:22;14.2
04.10.2021 12:47:22;15.0
04.10.2021 13:47:22;14.8
04.10.2021 14:47:22;14.0
04.10.2021 15:47:22;12.6
04.10.2021 16:47:22;11.2
04.10.2021 17:47:22;10.0
04.10.2021 18:47:22;8.8
04.10.2021 19:47:22;7.8
04.10.2021 20:47:22;6.8
04.10.2021 21:47:22;6.0
04.10.2021 22:47:22;5.2
04.10.2021 23:47:22;4.6
05.10.2021 00:47:22;4.0
05.10.2021 01:47:22;3.2
05.10.2021 02:47:22;2.8
05.10.2021 03:47:22;2.2
05.10.2021 04:47:22;1.8
05.10.2021 05:47:22;1.6
05.10.2021 06:47:22;1.6
05.10.2021 07:47:22;2.0
05.10.2021 08:47:22;4.0
05.10.2021 09:47:22;7.0
05.10.2021 10:47:22;9.6
05.10.2021 11:47:22;11.6
05.10.2021 12:47:22;12.8
05.10.2021 13:47:22;13.0
05.10.2021 14:47:22;12.2
05.10.2021 15:47:22;11.2
05.10.2021 16:47:22;10.4
05.10.2021 17:47:22;9.8
05.10.2021 18:47:22;9.2
05.10.2021 19:47:22;8.8
05.10.2021 20:47:22;8.4
05.10.2021 21:47:22;8.0
05.10.2021 22:47:22;7.6
05.10.2021 23:47:22;7.4
06.10.2021 00:47:22;7.2
06.10.2021 01:47:22;6.8
06.10.2021 02:47:22;6.6
06.10.2021 03:47:22;6.4
06.10.2021 04:47:22;6.4
06.10.2021 05:47:22;6.6
06.10.2021 06:47:22;6.8
06.10.2021 07:47:22;7.4
06.10.2021 08:47:22;8.2
06.10.2021 09:47:22;9.0
06.10.2021 10:47:22;9.6
06.10.2021 11:47:22;9.8
06.10.2021 12:47:22;9.8
06.10.2021 13:47:22;9.4
06.10.2021 14:47:22;9.0
06.10.2021 15:47:22;8.4
06.10.2021 16:47:22;8.0
06.10.2021 17:47:22;7.4
06.10.2021 18:47:22;7.2
06.10.2021 19:47:22;6.8
06.10.2021 20:47:22;6.6
06.10.2021 21:47:22;6.2
06.10.2021 22:47:22;6.0
06.10.2021 23:47:22;6.0
07.10.2021 00:47:22;5.8
07.10.2021 01:47:22;5.4
07.10.2021 02:47:22;5.2
07.10.2021 03:47:22;5.0
07.10.2021 04:47:22;4.8
07.10.2021 05:47:22;5.0
07.10.2021 06:47:22;5.6
07.10.2021 07:47:22;6.6
07.10.2021 08:47:22;7.8
07.10.2021 09:47:22;9.0
07.10.2021 10:47:22;10.4
07.10.2021 11:47:22;11.2
07.10.2021 12:47:22;11.2
07.10.2021 13:47:22;10.8
07.10.2021 14:47:22;10.2
07.10.2021 15:47:22;9.2
07.10.2021 16:47:22;8.4
07.10.2021 17:47:22;7.8
07.10.2021 18:47:22;7.2
07.10.2021 19:47:22;6.4
07.10.2021 20:47:22;6.0
07.10.2021 21:47:22;5.4
07.10.2021 22:47:22;5.0
07.10.2021 23:47:22;4.4
08.10.2021 00:47:22;4.0
08.10.2021 01:47:22;3.6
08.10.2021 02:47:22;3.2
08.10.2021 03:47:22;3.2
08.10.2021 04:47:22;3.2
08.10.2021 05:47:22;3.6
08.10.2021 06:47:22;4.4
08.10.2021 07:47:22;5.2
08.10.2021 08:47:22;6.6
08.10.2021 09:47:22;9.4
08.10.2021 10:47:22;12.2
08.10.2021 11:47:22;13.4
08.10.2021 12:47:22;13.0
08.10.2021 13:47:22;12.2
08.10.2021 14:47:22;11.2
08.10.2021 15:47:22;10.2
08.10.2021 16:47:22;9.4
08.10.2021 17:47:22;8.6
08.10.2021 18:47:22;7.8
08.10.2021 19:47:22;7.0
08.10.2021 20:47:22;6.2
08.10.2021 21:47:22;5.4
08.10.2021 22:47:22;4.8
08.10.2021 23:47:22;4.0
09.10.2021 00:47:22;3.4
09.10.2021 01:47:22;3.0
09.10.2021 02:47:22;2.4
09.10.2021 03:47:22;2.0
09.10.2021 04:47:22;1.8
09.10.2021 05:47:22;1.8
09.10.2021 06:47:22;2.2
09.10.2021 07:47:22;2.4
09.10.2021 08:47:22;3.2
09.10.2021 09:47:22;5.6
09.10.2021 10:47:22;8.4
09.10.2021 11:47:22;10.0
09.10.2021 12:47:22;11.0
09.10.2021 13:47:22;11.0
09.10.2021 14:47:22;10.2
09.10.2021 15:47:22;9.0
09.10.2021 16:47:22;8.0
09.10.2021 17:47:22;7.0
09.10.2021 18:47:22;6.4
09.10.2021 19:47:22;5.6
09.10.2021 20:47:22;5.0
09.10.2021 21:47:22;4.4
09.10.2021 22:47:22;4.0
09.10.2021 23:47:22;3.6
10.10.2021 00:47:22;3.2
10.10.2021 01:47:22;3.0
10.10.2021 02:47:22;2.8
10.10.2021 03:47:22;2.8
10.10.2021 04:47:22;2.8
10.10.2021 05:47:22;2.8
10.10.2021 06:47:22;2.8
10.10.2021 07:47:22;2.8
10.10.2021 08:47:22;3.0
10.10.2021 09:47:22;3.0
10.10.2021 10:47:22;3.0
10.10.2021 11:47:22;4.8
10.10.2021 12:47:22;6.2
10.10.2021 13:47:22;6.4
10.10.2021 14:47:22;5.4
10.10.2021 15:47:22;4.2
10.10.2021 16:47:22;3.4
10.10.2021 17:47:22;2.6
10.10.2021 18:47:22;2.2
10.10.2021 19:47:22;1.8
10.10.2021 20:47:22;1.4
10.10.2021 21:47:22;1.0
10.10.2021 22:47:22;0.8
10.10.2021 23:47:22;0.6
11.10.2021 00:47:22;0.6
11.10.2021 01:47:22;0.2
11.10.2021 02:47:22;-0.2
11.10.2021 03:47:22;-1.2
11.10.2021 04:47:22;-1.8
11.10.2021 05:47:22;-2.2
11.10.2021 06:47:22;-2.4
11.10.2021 07:47:22;-2.6
11.10.2021 08:47:22;-2.4
11.10.2021 09:47:22;-1.0
11.10.2021 10:47:22;-0.2
11.10.2021 11:47:22;0.8
